Company Name,Job Summary,Job Title,Location,Salary
ZestFinance,"3+ years managing a team of data scientists. Lead a team of 10+ data scientists in developing high-quality, robust predictive algorithms....","Director, Data Science",Los Angeles,H
tronc,We are looking for a Senior Data Scientist to join a newly formed data science and engineering team at tronc in our Los Angeles office....,Sr. Data Scientist,Los Angeles,H
Snapchat,"Apply your expertise in quantitative analysis, data mining, and the presentation of data to identify and convey key product trends and opportunities....","Data Scientist, Product Analytics",Los Angeles,H
Riot Games,Work closely with fellow data scientists and engineers to identify opportunities and improve our Insights data ecosystem. Big data passionate:....,Data Scientist - Machine Learning Platform,Los Angeles,H
ZestFinance,"Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Machine Learning Modeler / Data Scientist,Los Angeles,H
ZestFinance,"5+ years managing a team of data scientists. Lead a team of 10+ data scientists in developing high-quality, robust predictive algorithms....","Vice President, Data Science",Los Angeles,H
tronc,"Design, build, and maintain scalable data warehousing, data models, and data processing pipelines. Experience building data warehouses and data modeling...",Senior Data Engineer,Los Angeles,H
MarketShare,Well versed in using SQL to process/extract data from data processing platforms. Marketing Scientist - Attribution Analytics....,"Marketing Scientist, Attribution Analytics",Los Angeles,H
MarketShare,"Experience in object-oriented programming and design patterns, handling large data sets and data mining/machine learning, statistical and mathematical modeling,...",Data Scientist,Los Angeles,H
"Janssen Research & Development, LLC.",The Data Analysis Lead is accountable for the statistical programming team deliverables within the scope of their clinical and program team....,Data Analysis Lead for Oncology,Los Angeles,H
Onward Search,"Successful oversight of a data and analysis team, including data scientists. Experience with large data sets and data warehousing environments....",Data & Insights Director,Los Angeles,H
All-In Analytics,Looking for a seasoned manager very strong in machine learning and big data to build and lead a team of data scientists and engineers at a Fortune 100 company...,Head of Machine Learning Big Data,Los Angeles,H
Lighthouse Recruiting,Join our Medical Laboratory Scientists Groups:. Testify in legal proceedings regarding analysis and interpretation of toxicological analytical data performed on...,"Laboratory Director, Toxicology",Los Angeles,H
GE Digital,"Architects, Data Scientists, Businesses & Product Managers. Hands-on experience in utilizing Spring Framework (Core, MVC, Integration and Data)....",Staff Software Engineer-Field Services,Los Angeles,H
Flipagram,"In this role you work with a small, collaborative team of engineers, product managers, and with our Chief Data Scientist – so excellent interpersonal and...",Software Engineer (Search & Relevance),Los Angeles,H
Axius Technologies,Identifies and recommends technical improvements in production application solutions or operational processes in support of BigData platform and information...,Talend BigData Hadoop,Los Angeles,H
LT,We have four QA engineers with three more open positions and two data scientists with more open roles. My client a leading mobile application company located in...,Java Developer,Los Angeles,H
LT,We have two QA engineers with three more open positions and one data scientist with more open roles. My client a leading mobile application company located in...,Mobile QA Engineer,Los Angeles,H
"Celldex Therapeutics, Inc.",Must be adept at interpreting data and new information in order to better understand situations and draw appropriate conclusions....,"National Medical Liaison Senior Director/Director, Field Lea...",Los Angeles,H
Strategic IT Staffing,"Doing all this with an exceptional group of software engineers, data scientists, dev-ops engineers and managers....",Senior DevOps Engineer,Los Angeles,H
"Beckman Coulter, Inc.",Scientists use our life science research instruments to study complex biological problems including causes of disease and potential new therapies or drugs....,Field Marketing Manager- Flow Cytometry West,Los Angeles,H
Selby Jennings,"Equity Research Analyst The Client is a rapidly expanding Investment Advisory firm with over 50 years of service. They focus on equity recommendations,",Global Equity Research Analyst,Los Angeles,H
Selby Jennings,"Senior Equity Research Analyst The Client is a rapidly expanding Investment Advisory firm with over 50 years of service focusing on equity recommendations,",Senior Equity Research Analyst,Los Angeles,H
BlueLabs,"Familiarity with loading and manipulating data in SQL databases. Data pipelines, single page web apps, web services....",Software Engineer - Digital Analytics Team,Washington,H
Quantifind,Our Data Scientists are tasked with qualitatively understanding that data and then designing algorithms and processes to make it useful....,Data Scientist,Washington,H
Quantum Strides LLC,"With the use of Microsoft and other open source Data Platforms, Quantum Strides enables its clients get insights from data and make critical business decisions...",Data Scientist (Washington DC Metro),Washington,H
The Advisory Board Company,"Data Scientist, Analytics *LI. Our AudienceRx data science team is seeking a data scientist to join us in building a world-class solution to help our healthcare...","Data Scientist, Analytics",Washington,H
Booz Allen Hamilton,"5+ years of experience with using Python machine learning libraries and functionality, including scikit-learn, Used for training, and evaluating machine...",Greenplum Data Scientist,Washington,H
The Advisory Board Company,"Senior Data Scientist, Engineering *LI. Experience with data warehousing, data pipeline management, and/or Hadoop development....","Senior Data Scientist, Engineering",Washington,H
Booz Allen Hamilton,"So you want to be a Data Scientist? Experience in working with massive data sets, including structured and structured with at least 1 prior engagement involving...",Data Scientist,Washington,H
